id,rank,country_full,country_abrv,total_points,previous_points,rank_change,confederation,rank_date,delta_points
20000,138,Afghanistan,AFG,184,10500070,0,AFC,2014-01-16,-10499886
43981,141,Tahiti,TAH,179,10500070,0,OFC,2014-01-16,-10499891
43989,142,Palestine,PLE,174,10500070,0,AFC,2014-01-16,-10499896
43841,143,Vietnam,VIE,166,10500070,0,AFC,2014-01-16,-10499904
1882218,144,Antigua and Barbuda,ATG,164,10500070,0,CONCACAF,2014-01-16,-10499906
43870,145,Mauritania,MTN,161,10500070,0,CAF,2014-01-16,-10499909
43917,146,St. Lucia,LCA,155,10500070,0,CONCACAF,2014-01-16,-10499915
43999,146,Kyrgyz Republic,KGZ,155,10500070,0,AFC,2014-01-16,-10499915
43839,148,Thailand,THA,153,10500070,0,AFC,2014-01-16,-10499917
43836,149,Singapore,SIN,152,10500070,0,AFC,2014-01-16,-10499918
43916,150,St. Kitts and Nevis,SKN,150,10500070,0,CONCACAF,2014-01-16,-10499920
43907,151,Guyana,GUY,149,10500070,0,CONCACAF,2014-01-16,-10499921
44011,152,Belize,BLZ,146,10500070,0,CONCACAF,2014-01-16,-10499924
43824,153,Laos,LAO,144,10500070,0,AFC,2014-01-16,-10499926
43827,154,Malaysia,MAS,143,10500070,0,AFC,2014-01-16,-10499927
43918,155,St. Vincent / Grenadines,VIN,142,10500070,0,CONCACAF,2014-01-16,-10499928
43956,156,Liechtenstein,LIE,141,10500070,0,UEFA,2014-01-16,-10499929
43815,156,India,IND,141,10500070,0,AFC,2014-01-16,-10499929
43915,156,Puerto Rico,PUR,141,10500070,0,CONCACAF,2014-01-16,-10499929
43913,159,Nicaragua,NCA,137,10500070,0,CONCACAF,2014-01-16,-10499933
43878,160,Sao Tome e Principe,STP,126,10500070,0,CAF,2014-01-16,-10499944
43816,161,Indonesia,IDN,124,10500070,0,AFC,2014-01-16,-10499946
20007,162,Guam,GUM,123,10500070,0,AFC,2014-01-16,-10499947
43828,163,Maldives,MDV,120,10500070,0,AFC,2014-01-16,-10499950
43852,164,Chad,CHA,116,10500070,0,CAF,2014-01-16,-10499954
43809,164,Bangladesh,BAN,116,10500070,0,AFC,2014-01-16,-10499954
43896,166,Barbados,BRB,101,10500070,0,CONCACAF,2014-01-16,-10499969
43813,167,Chinese Taipei,TPE,95,10500070,0,AFC,2014-01-16,-10499975
43997,167,Dominica,DMA,95,10500070,0,CONCACAF,2014-01-16,-10499975
43837,169,Sri Lanka,SRI,90,10500070,0,AFC,2014-01-16,-10499980
43894,170,Aruba,ARU,87,10500070,0,CONCACAF,2014-01-16,-10499983
43944,170,Faroe Islands,FRO,87,10500070,0,UEFA,2014-01-16,-10499983
43980,172,Solomon Islands,SOL,86,10500070,0,OFC,2014-01-16,-10499984
43830,172,Nepal,NEP,86,10500070,0,AFC,2014-01-16,-10499984
43832,172,Pakistan,PAK,86,10500070,0,AFC,2014-01-16,-10499984
43898,175,Bermuda,BER,83,10500070,0,CONCACAF,2014-01-16,-10499987
43880,176,Seychelles,SEY,67,10500070,0,CAF,2014-01-16,-10500003
43871,177,Mauritius,MRI,66,10500070,0,CAF,2014-01-16,-10500004
1930407,178,Curacao,CUW,65,10500070,0,CONCACAF,2014-01-16,-10500005
43982,179,Vanuatu,VAN,53,10500070,0,OFC,2014-01-16,-10500017
43842,180,Yemen,YEM,50,10500070,0,AFC,2014-01-16,-10500020
20008,181,Mongolia,MNG,49,10500070,0,AFC,2014-01-16,-10500021
43977,182,Fiji,FIJ,47,10500070,0,OFC,2014-01-16,-10500023
1882637,183,Samoa,SAM,45,10500070,0,OFC,2014-01-16,-10500025
43862,184,Guinea-Bissau,GNB,42,10500070,0,CAF,2014-01-16,-10500028
43895,185,Bahamas,BAH,40,10500070,0,CONCACAF,2014-01-16,-10500030
43885,186,Swaziland,SWZ,37,10500070,0,CAF,2014-01-16,-10500033
43867,187,Madagascar,MAD,33,10500070,0,CAF,2014-01-16,-10500037
20009,187,Montserrat,MSR,33,10500070,0,CONCACAF,2014-01-16,-10500037
44009,189,Cambodia,CAM,28,10500070,0,AFC,2014-01-16,-10500042
43810,190,Brunei Darussalam,BRU,26,10500070,0,AFC,2014-01-16,-10500044
1890334,190,Timor-Leste,TLS,26,10500070,0,AFC,2014-01-16,-10500044
44039,190,Tonga,TGA,26,10500070,0,OFC,2014-01-16,-10500044
1881967,193,US Virgin Islands,VIR,23,10500070,0,CONCACAF,2014-01-16,-10500047
43900,194,Cayman Islands,CAY,21,10500070,0,CONCACAF,2014-01-16,-10500049
43979,194,Papua New Guinea,PNG,21,10500070,0,OFC,2014-01-16,-10500049
20004,196,British Virgin Islands,VGB,18,10500070,0,CONCACAF,2014-01-16,-10500052
20012,196,American Samoa,ASA,18,10500070,0,OFC,2014-01-16,-10500052
1896913,198,Comoros,COM,17,10500070,0,CAF,2014-01-16,-10500053
20001,198,Andorra,AND,17,10500070,0,UEFA,2014-01-16,-10500053
20006,200,Eritrea,ERI,11,10500070,0,CAF,2014-01-16,-10500059
1935341,201,South Sudan,SSD,10,10500070,0,CAF,2014-01-16,-10500060
43826,201,Macau,MAC,10,10500070,0,AFC,2014-01-16,-10500060
43882,203,Somalia,SOM,8,10500070,0,CAF,2014-01-16,-10500062
43996,204,Djibouti,DJI,6,10500070,0,CAF,2014-01-16,-10500064
44007,205,Cook Islands,COK,5,10500070,0,OFC,2014-01-16,-10500065
20002,206,Anguilla,AIA,3,10500070,0,CONCACAF,2014-01-16,-10500067
20003,207,Bhutan,BHU,0,10500070,0,AFC,2014-01-16,-10500070
43966,207,San Marino,SMR,0,10500070,0,UEFA,2014-01-16,-10500070
20011,207,Turks and Caicos Islands,TCA,0,10500070,0,CONCACAF,2014-01-16,-10500070
43969,1,Spain,ESP,1507,10500070,0,UEFA,2013-12-19,-10498563
43948,2,Germany,GER,1318,10500070,0,UEFA,2013-12-19,-10498752
43922,3,Argentina,ARG,1251,10500070,0,CONMEBOL,2013-12-19,-10498819
43926,4,Colombia,COL,1200,10500070,0,CONMEBOL,2013-12-19,-10498870
43963,5,Portugal,POR,1172,10500070,0,UEFA,2013-12-19,-10498898
43930,6,Uruguay,URU,1132,10500070,0,CONMEBOL,2013-12-19,-10498938
43954,7,Italy,ITA,1120,10500070,0,UEFA,2013-12-19,-10498950
43971,8,Switzerland,SUI,1113,10500070,0,UEFA,2013-12-19,-10498957
43960,9,Netherlands,NED,1106,10500070,0,UEFA,2013-12-19,-10498964
43924,10,Brazil,BRA,1102,10500070,0,CONMEBOL,2013-12-19,-10498968
43935,11,Belgium,BEL,1098,10500070,0,UEFA,2013-12-19,-10498972
43949,12,Greece,GRE,1055,10500070,0,UEFA,2013-12-19,-10499015
43942,13,England,ENG,1041,10500070,0,UEFA,2013-12-19,-10499029
43921,14,USA,USA,1019,10500070,0,CONCACAF,2013-12-19,-10499051
43925,15,Chile,CHI,1014,10500070,0,CONMEBOL,2013-12-19,-10499056
43938,16,Croatia,CRO,971,10500070,0,UEFA,2013-12-19,-10499099
43854,17,Côte d'Ivoire,CIV,918,10500070,0,CAF,2013-12-19,-10499152
43973,18,Ukraine,UKR,907,10500070,0,UEFA,2013-12-19,-10499163
44037,19,Bosnia and Herzegovina,BIH,899,10500070,0,UEFA,2013-12-19,-10499171
43946,20,France,FRA,893,10500070,0,UEFA,2013-12-19,-10499177
43911,21,Mexico,MEX,892,10500070,0,CONCACAF,2013-12-19,-10499178
43965,22,Russia,RUS,870,10500070,0,UEFA,2013-12-19,-10499200
43927,23,Ecuador,ECU,852,10500070,0,CONMEBOL,2013-12-19,-10499218
43860,24,Ghana,GHA,849,10500070,0,CAF,2013-12-19,-10499221
43941,25,Denmark,DEN,831,10500070,0,UEFA,2013-12-19,-10499239
43843,26,Algeria,ALG,800,10500070,0,CAF,2013-12-19,-10499270
43970,27,Sweden,SWE,793,10500070,0,UEFA,2013-12-19,-10499277
43995,28,Czech Republic,CZE,766,10500070,0,UEFA,2013-12-19,-10499304
43968,29,Slovenia,SVN,762,10500070,0,UEFA,2013-12-19,-10499308
1902465,30,Serbia,SRB,752,10500070,0,UEFA,2013-12-19,-10499318
43901,31,Costa Rica,CRC,741,10500070,0,CONCACAF,2013-12-19,-10499329
43964,32,Romania,ROU,734,10500070,0,UEFA,2013-12-19,-10499336
43817,33,IR Iran,IRN,720,10500070,0,AFC,2013-12-19,-10499350
43967,34,Scotland,SCO,717,10500070,0,UEFA,2013-12-19,-10499353
43933,35,Armenia,ARM,716,10500070,0,UEFA,2013-12-19,-10499354
43931,36,Venezuela,VEN,711,10500070,0,CONMEBOL,2013-12-19,-10499359
43876,37,Nigeria,NGA,710,10500070,0,CAF,2013-12-19,-10499360
43914,38,Panama,PAN,705,10500070,0,CONCACAF,2013-12-19,-10499365
43850,39,Cape Verde Islands,CPV,698,10500070,0,CAF,2013-12-19,-10499372
43929,39,Peru,PER,698,10500070,0,CONMEBOL,2013-12-19,-10499372
43855,41,Egypt,EGY,695,10500070,0,CAF,2013-12-19,-10499375
43909,42,Honduras,HON,690,10500070,0,CONCACAF,2013-12-19,-10499380
43972,43,Turkey,TUR,677,10500070,0,UEFA,2013-12-19,-10499393
43950,44,Hungary,HUN,668,10500070,0,UEFA,2013-12-19,-10499402
43869,45,Mali,MLI,664,10500070,0,CAF,2013-12-19,-10499406
43934,46,Austria,AUT,648,10500070,0,UEFA,2013-12-19,-10499422
43819,47,Japan,JPN,638,10500070,0,AFC,2013-12-19,-10499432
43888,48,Tunisia,TUN,632,10500070,0,CAF,2013-12-19,-10499438
43951,49,Iceland,ISL,624,10500070,0,UEFA,2013-12-19,-10499446
43849,50,Cameroon,CMR,615,10500070,0,CAF,2013-12-19,-10499455
43928,51,Paraguay,PAR,600,10500070,0,CONMEBOL,2013-12-19,-10499470
999,52,Montenegro,MNE,594,10500070,0,UEFA,2013-12-19,-10499476
43847,53,Burkina Faso,BFA,591,10500070,0,CAF,2013-12-19,-10499479
43822,54,Korea Republic,KOR,577,10500070,0,AFC,2013-12-19,-10499493
43961,54,Norway,NOR,577,10500070,0,UEFA,2013-12-19,-10499493
43974,56,Wales,WAL,574,10500070,0,UEFA,2013-12-19,-10499496
43932,57,Albania,ALB,571,10500070,0,UEFA,2013-12-19,-10499499
43976,58,Australia,AUS,565,10500070,0,AFC,2013-12-19,-10499505
43866,59,Libya,LBY,558,10500070,0,CAF,2013-12-19,-10499512
44002,60,Slovakia,SVK,557,10500070,0,UEFA,2013-12-19,-10499513
43861,61,Guinea,GUI,555,10500070,0,CAF,2013-12-19,-10499515
43883,62,South Africa,RSA,554,10500070,0,CAF,2013-12-19,-10499516
43984,63,Israel,ISR,548,10500070,0,UEFA,2013-12-19,-10499522
43945,64,Finland,FIN,539,10500070,0,UEFA,2013-12-19,-10499531
43879,65,Senegal,SEN,536,10500070,0,CAF,2013-12-19,-10499534
43820,65,Jordan,JOR,536,10500070,0,AFC,2013-12-19,-10499534
43953,67,Republic of Ireland,IRL,528,10500070,0,UEFA,2013-12-19,-10499542
44005,68,Uzbekistan,UZB,526,10500070,0,AFC,2013-12-19,-10499544
43891,69,Zambia,ZAM,523,10500070,0,CAF,2013-12-19,-10499547
43923,70,Bolivia,BOL,519,10500070,0,CONMEBOL,2013-12-19,-10499551
43840,71,United Arab Emirates,UAE,507,10500070,0,AFC,2013-12-19,-10499563
43887,72,Togo,TOG,504,10500070,0,CAF,2013-12-19,-10499566
43872,73,Morocco,MAR,490,10500070,0,CAF,2013-12-19,-10499580
43936,74,Bulgaria,BUL,486,10500070,0,UEFA,2013-12-19,-10499584
43881,75,Sierra Leone,SLE,471,10500070,0,CAF,2013-12-19,-10499599
43962,76,Poland,POL,461,10500070,0,UEFA,2013-12-19,-10499609
43858,77,Gabon,GAB,453,10500070,0,CAF,2013-12-19,-10499617
43920,78,Trinidad and Tobago,TRI,441,10500070,0,CONCACAF,2013-12-19,-10499629
43908,79,Haiti,HAI,440,10500070,0,CONCACAF,2013-12-19,-10499630
43910,80,Jamaica,JAM,439,10500070,0,CONCACAF,2013-12-19,-10499631
43937,81,Belarus,BLR,431,10500070,0,UEFA,2013-12-19,-10499639
20014,82,Congo DR,COD,427,10500070,0,CAF,2013-12-19,-10499643
44000,83,FYR Macedonia,MKD,425,10500070,0,UEFA,2013-12-19,-10499645
43853,84,Congo,CGO,421,10500070,0,CAF,2013-12-19,-10499649
43831,85,Oman,OMA,408,10500070,0,AFC,2013-12-19,-10499662
43889,86,Uganda,UGA,402,10500070,0,CAF,2013-12-19,-10499668
43835,87,Saudi Arabia,KSA,391,10500070,0,AFC,2013-12-19,-10499679
43844,88,Angola,ANG,384,10500070,0,CAF,2013-12-19,-10499686
43952,89,Northern Ireland,NIR,381,10500070,0,UEFA,2013-12-19,-10499689
43978,90,New Zealand,NZL,378,10500070,0,OFC,2013-12-19,-10499692
43904,90,El Salvador,SLV,378,10500070,0,CONCACAF,2013-12-19,-10499692
43812,92,China PR,CHN,376,10500070,0,AFC,2013-12-19,-10499694
43857,93,Ethiopia,ETH,374,10500070,0,CAF,2013-12-19,-10499696
43994,94,Azerbaijan,AZE,363,10500070,0,UEFA,2013-12-19,-10499707
43943,94,Estonia,EST,363,10500070,0,UEFA,2013-12-19,-10499707
44036,96,Moldova,MDA,359,10500070,0,UEFA,2013-12-19,-10499711
43846,97,Botswana,BOT,357,10500070,0,CAF,2013-12-19,-10499713
43865,98,Liberia,LBR,354,10500070,0,CAF,2013-12-19,-10499716
43845,99,Benin,BEN,342,10500070,0,CAF,2013-12-19,-10499728
43902,100,Cuba,CUB,334,10500070,0,CONCACAF,2013-12-19,-10499736
43947,101,Georgia,GEO,330,10500070,0,UEFA,2013-12-19,-10499740
43957,102,Lithuania,LTU,326,10500070,0,UEFA,2013-12-19,-10499744
43834,103,Qatar,QAT,325,10500070,0,AFC,2013-12-19,-10499745
43875,104,Niger,NIG,318,10500070,0,CAF,2013-12-19,-10499752
43823,105,Kuwait,KUW,315,10500070,0,AFC,2013-12-19,-10499755
43851,106,Central African Republic,CTA,310,10500070,0,CAF,2013-12-19,-10499760
43892,107,Zimbabwe,ZIM,299,10500070,0,CAF,2013-12-19,-10499771
43856,108,Equatorial Guinea,EQG,294,10500070,0,CAF,2013-12-19,-10499776
43863,109,Kenya,KEN,293,10500070,0,CAF,2013-12-19,-10499777
43818,110,Iraq,IRQ,292,10500070,0,AFC,2013-12-19,-10499778
43808,110,Bahrain,BHR,292,10500070,0,AFC,2013-12-19,-10499778
43899,112,Canada,CAN,291,10500070,0,CONCACAF,2013-12-19,-10499779
43906,113,Guatemala,GUA,287,10500070,0,CONCACAF,2013-12-19,-10499783
44003,114,Tajikistan,TJK,286,10500070,0,AFC,2013-12-19,-10499784
43903,115,Dominican Republic,DOM,282,10500070,0,CONCACAF,2013-12-19,-10499788
43868,116,Malawi,MWI,272,10500070,0,CAF,2013-12-19,-10499798
43955,116,Latvia,LVA,272,10500070,0,UEFA,2013-12-19,-10499798
43873,118,Mozambique,MOZ,264,10500070,0,CAF,2013-12-19,-10499806
43884,119,Sudan,SDN,259,10500070,0,CAF,2013-12-19,-10499811
43886,120,Tanzania,TAN,256,10500070,0,CAF,2013-12-19,-10499814
20010,121,New Caledonia,NCL,249,10500070,0,OFC,2013-12-19,-10499821
43825,121,Lebanon,LBN,249,10500070,0,AFC,2013-12-19,-10499821
43958,123,Luxembourg,LUX,243,10500070,0,UEFA,2013-12-19,-10499827
43848,124,Burundi,BDI,239,10500070,0,CAF,2013-12-19,-10499831
43874,125,Namibia,NAM,237,10500070,0,CAF,2013-12-19,-10499833
43939,126,Cyprus,CYP,229,10500070,0,UEFA,2013-12-19,-10499841
43833,127,Philippines,PHI,219,10500070,0,AFC,2013-12-19,-10499851
44027,128,Kazakhstan,KAZ,216,10500070,0,UEFA,2013-12-19,-10499854
43838,129,Syria,SYR,207,10500070,0,AFC,2013-12-19,-10499863
43829,130,Myanmar,MYA,204,10500070,0,AFC,2013-12-19,-10499866
43859,131,Gambia,GAM,202,10500070,0,CAF,2013-12-19,-10499868
43959,132,Malta,MLT,198,10500070,0,UEFA,2013-12-19,-10499872
43877,133,Rwanda,RWA,197,10500070,0,CAF,2013-12-19,-10499873
43919,133,Suriname,SUR,197,10500070,0,CONCACAF,2013-12-19,-10499873
44004,135,Turkmenistan,TKM,195,10500070,0,AFC,2013-12-19,-10499875
43905,136,Grenada,GRN,194,10500070,0,CONCACAF,2013-12-19,-10499876
43989,137,Palestine,PLE,192,10500070,0,AFC,2013-12-19,-10499878
43864,138,Lesotho,LES,187,10500070,0,CAF,2013-12-19,-10499883
43821,138,Korea DPR,PRK,187,10500070,0,AFC,2013-12-19,-10499883
20000,140,Afghanistan,AFG,184,10500070,0,AFC,2013-12-19,-10499886
43814,140,Hong Kong,HKG,184,10500070,0,AFC,2013-12-19,-10499886
43870,142,Mauritania,MTN,180,10500070,0,CAF,2013-12-19,-10499890
43981,143,Tahiti,TAH,179,10500070,0,OFC,2013-12-19,-10499891
43841,144,Vietnam,VIE,167,10500070,0,AFC,2013-12-19,-10499903
1882218,145,Antigua and Barbuda,ATG,164,10500070,0,CONCACAF,2013-12-19,-10499906
43839,146,Thailand,THA,162,10500070,0,AFC,2013-12-19,-10499908
43917,147,St. Lucia,LCA,155,10500070,0,CONCACAF,2013-12-19,-10499915
43999,147,Kyrgyz Republic,KGZ,155,10500070,0,AFC,2013-12-19,-10499915
43916,149,St. Kitts and Nevis,SKN,150,10500070,0,CONCACAF,2013-12-19,-10499920
43907,150,Guyana,GUY,149,10500070,0,CONCACAF,2013-12-19,-10499921
43836,150,Singapore,SIN,149,10500070,0,AFC,2013-12-19,-10499921
43824,152,Laos,LAO,144,10500070,0,AFC,2013-12-19,-10499926
43918,153,St. Vincent / Grenadines,VIN,142,10500070,0,CONCACAF,2013-12-19,-10499928
43956,154,Liechtenstein,LIE,141,10500070,0,UEFA,2013-12-19,-10499929
43915,154,Puerto Rico,PUR,141,10500070,0,CONCACAF,2013-12-19,-10499929
43827,154,Malaysia,MAS,141,10500070,0,AFC,2013-12-19,-10499929
43815,154,India,IND,141,10500070,0,AFC,2013-12-19,-10499929
43878,158,Sao Tome e Principe,STP,139,10500070,0,CAF,2013-12-19,-10499931
44011,159,Belize,BLZ,136,10500070,0,CONCACAF,2013-12-19,-10499934
43913,160,Nicaragua,NCA,130,10500070,0,CONCACAF,2013-12-19,-10499940
20007,161,Guam,GUM,123,10500070,0,AFC,2013-12-19,-10499947
43816,161,Indonesia,IDN,123,10500070,0,AFC,2013-12-19,-10499947
43828,163,Maldives,MDV,120,10500070,0,AFC,2013-12-19,-10499950
43852,164,Chad,CHA,116,10500070,0,CAF,2013-12-19,-10499954
43809,164,Bangladesh,BAN,116,10500070,0,AFC,2013-12-19,-10499954
43896,166,Barbados,BRB,101,10500070,0,CONCACAF,2013-12-19,-10499969
43813,167,Chinese Taipei,TPE,95,10500070,0,AFC,2013-12-19,-10499975
43997,167,Dominica,DMA,95,10500070,0,CONCACAF,2013-12-19,-10499975
43837,169,Sri Lanka,SRI,90,10500070,0,AFC,2013-12-19,-10499980
43894,170,Aruba,ARU,87,10500070,0,CONCACAF,2013-12-19,-10499983
43944,170,Faroe Islands,FRO,87,10500070,0,UEFA,2013-12-19,-10499983
43980,172,Solomon Islands,SOL,86,10500070,0,OFC,2013-12-19,-10499984
43830,172,Nepal,NEP,86,10500070,0,AFC,2013-12-19,-10499984
43832,172,Pakistan,PAK,86,10500070,0,AFC,2013-12-19,-10499984
43898,175,Bermuda,BER,83,10500070,0,CONCACAF,2013-12-19,-10499987
43880,176,Seychelles,SEY,67,10500070,0,CAF,2013-12-19,-10500003
43871,177,Mauritius,MRI,66,10500070,0,CAF,2013-12-19,-10500004
1930407,178,Curacao,CUW,65,10500070,0,CONCACAF,2013-12-19,-10500005
43842,179,Yemen,YEM,54,10500070,0,AFC,2013-12-19,-10500016
43982,180,Vanuatu,VAN,53,10500070,0,OFC,2013-12-19,-10500017
20008,181,Mongolia,MNG,49,10500070,0,AFC,2013-12-19,-10500021
43977,182,Fiji,FIJ,47,10500070,0,OFC,2013-12-19,-10500023
1882637,183,Samoa,SAM,45,10500070,0,OFC,2013-12-19,-10500025
43862,184,Guinea-Bissau,GNB,42,10500070,0,CAF,2013-12-19,-10500028
43895,185,Bahamas,BAH,40,10500070,0,CONCACAF,2013-12-19,-10500030
43885,186,Swaziland,SWZ,37,10500070,0,CAF,2013-12-19,-10500033
43867,187,Madagascar,MAD,33,10500070,0,CAF,2013-12-19,-10500037
20009,187,Montserrat,MSR,33,10500070,0,CONCACAF,2013-12-19,-10500037
44009,189,Cambodia,CAM,28,10500070,0,AFC,2013-12-19,-10500042
43810,190,Brunei Darussalam,BRU,26,10500070,0,AFC,2013-12-19,-10500044
1890334,190,Timor-Leste,TLS,26,10500070,0,AFC,2013-12-19,-10500044
44039,190,Tonga,TGA,26,10500070,0,OFC,2013-12-19,-10500044
1881967,193,US Virgin Islands,VIR,23,10500070,0,CONCACAF,2013-12-19,-10500047
43900,194,Cayman Islands,CAY,21,10500070,0,CONCACAF,2013-12-19,-10500049
43979,194,Papua New Guinea,PNG,21,10500070,0,OFC,2013-12-19,-10500049
20004,196,British Virgin Islands,VGB,18,10500070,0,CONCACAF,2013-12-19,-10500052
20012,196,American Samoa,ASA,18,10500070,0,OFC,2013-12-19,-10500052
1896913,198,Comoros,COM,17,10500070,0,CAF,2013-12-19,-10500053
20001,198,Andorra,AND,17,10500070,0,UEFA,2013-12-19,-10500053
20006,200,Eritrea,ERI,11,10500070,0,CAF,2013-12-19,-10500059
1935341,201,South Sudan,SSD,10,10500070,0,CAF,2013-12-19,-10500060
43826,201,Macau,MAC,10,10500070,0,AFC,2013-12-19,-10500060
43882,203,Somalia,SOM,8,10500070,0,CAF,2013-12-19,-10500062
43996,204,Djibouti,DJI,6,10500070,0,CAF,2013-12-19,-10500064
44007,205,Cook Islands,COK,5,10500070,0,OFC,2013-12-19,-10500065
20002,206,Anguilla,AIA,3,10500070,0,CONCACAF,2013-12-19,-10500067
20003,207,Bhutan,BHU,0,10500070,0,AFC,2013-12-19,-10500070
43966,207,San Marino,SMR,0,10500070,0,UEFA,2013-12-19,-10500070
20011,207,Turks and Caicos Islands,TCA,0,10500070,0,CONCACAF,2013-12-19,-10500070
43969,1,Spain,ESP,1507,10501030,0,UEFA,2013-11-28,-10499523
43948,2,Germany,GER,1318,10501030,0,UEFA,2013-11-28,-10499712
43922,3,Argentina,ARG,1251,10501030,0,CONMEBOL,2013-11-28,-10499779
43926,4,Colombia,COL,1200,10501030,0,CONMEBOL,2013-11-28,-10499830
43963,5,Portugal,POR,1172,10501030,0,UEFA,2013-11-28,-10499858
43930,6,Uruguay,URU,1132,10501030,0,CONMEBOL,2013-11-28,-10499898
43954,7,Italy,ITA,1120,10501030,0,UEFA,2013-11-28,-10499910
43971,8,Switzerland,SUI,1113,10501030,0,UEFA,2013-11-28,-10499917
43960,9,Netherlands,NED,1106,10501030,0,UEFA,2013-11-28,-10499924
43924,10,Brazil,BRA,1102,10501030,0,CONMEBOL,2013-11-28,-10499928
43935,11,Belgium,BEL,1098,10501030,0,UEFA,2013-11-28,-10499932
43949,12,Greece,GRE,1055,10501030,0,UEFA,2013-11-28,-10499975
43942,13,England,ENG,1041,10501030,0,UEFA,2013-11-28,-10499989
43921,14,USA,USA,1019,10501030,0,CONCACAF,2013-11-28,-10500011
43925,15,Chile,CHI,1014,10501030,0,CONMEBOL,2013-11-28,-10500016
43938,16,Croatia,CRO,971,10501030,0,UEFA,2013-11-28,-10500059
43854,17,Côte d'Ivoire,CIV,918,10501030,0,CAF,2013-11-28,-10500112
43973,18,Ukraine,UKR,907,10501030,0,UEFA,2013-11-28,-10500123
43946,19,France,FRA,893,10501030,0,UEFA,2013-11-28,-10500137
43911,20,Mexico,MEX,892,10501030,0,CONCACAF,2013-11-28,-10500138
44037,21,Bosnia and Herzegovina,BIH,886,10501030,0,UEFA,2013-11-28,-10500144
43965,22,Russia,RUS,870,10501030,0,UEFA,2013-11-28,-10500160
43927,23,Ecuador,ECU,852,10501030,0,CONMEBOL,2013-11-28,-10500178
43860,24,Ghana,GHA,849,10501030,0,CAF,2013-11-28,-10500181
43941,25,Denmark,DEN,831,10501030,0,UEFA,2013-11-28,-10500199
43843,26,Algeria,ALG,800,10501030,0,CAF,2013-11-28,-10500230
43970,27,Sweden,SWE,793,10501030,0,UEFA,2013-11-28,-10500237
43995,28,Czech Republic,CZE,766,10501030,0,UEFA,2013-11-28,-10500264
43968,29,Slovenia,SVN,762,10501030,0,UEFA,2013-11-28,-10500268
1902465,30,Serbia,SRB,752,10501030,0,UEFA,2013-11-28,-10500278
43901,31,Costa Rica,CRC,738,10501030,0,CONCACAF,2013-11-28,-10500292
43964,32,Romania,ROU,734,10501030,0,UEFA,2013-11-28,-10500296
43967,33,Scotland,SCO,717,10501030,0,UEFA,2013-11-28,-10500313
43933,34,Armenia,ARM,716,10501030,0,UEFA,2013-11-28,-10500314
43931,35,Venezuela,VEN,711,10501030,0,CONMEBOL,2013-11-28,-10500319
43876,36,Nigeria,NGA,710,10501030,0,CAF,2013-11-28,-10500320
43914,37,Panama,PAN,705,10501030,0,CONCACAF,2013-11-28,-10500325
43855,38,Egypt,EGY,699,10501030,0,CAF,2013-11-28,-10500331
43850,39,Cape Verde Islands,CPV,698,10501030,0,CAF,2013-11-28,-10500332
43929,39,Peru,PER,698,10501030,0,CONMEBOL,2013-11-28,-10500332
43909,41,Honduras,HON,688,10501030,0,CONCACAF,2013-11-28,-10500342
43869,42,Mali,MLI,684,10501030,0,CAF,2013-11-28,-10500346
43972,43,Turkey,TUR,677,10501030,0,UEFA,2013-11-28,-10500353
43950,44,Hungary,HUN,668,10501030,0,UEFA,2013-11-28,-10500362
43817,45,IR Iran,IRN,650,10501030,0,AFC,2013-11-28,-10500380
43934,46,Austria,AUT,648,10501030,0,UEFA,2013-11-28,-10500382
43902,47,Cuba,CUB,641,10501030,0,CONCACAF,2013-11-28,-10500389
43819,48,Japan,JPN,638,10501030,0,AFC,2013-11-28,-10500392
43888,49,Tunisia,TUN,632,10501030,0,CAF,2013-11-28,-10500398
43951,50,Iceland,ISL,624,10501030,0,UEFA,2013-11-28,-10500406
43849,51,Cameroon,CMR,612,10501030,0,CAF,2013-11-28,-10500418
43928,52,Paraguay,PAR,600,10501030,0,CONMEBOL,2013-11-28,-10500430
999,53,Montenegro,MNE,594,10501030,0,UEFA,2013-11-28,-10500436
43822,54,Korea Republic,KOR,577,10501030,0,AFC,2013-11-28,-10500453
43961,54,Norway,NOR,577,10501030,0,UEFA,2013-11-28,-10500453
43974,56,Wales,WAL,574,10501030,0,UEFA,2013-11-28,-10500456
43932,57,Albania,ALB,571,10501030,0,UEFA,2013-11-28,-10500459
43847,58,Burkina Faso,BFA,569,10501030,0,CAF,2013-11-28,-10500461
43976,59,Australia,AUS,564,10501030,0,AFC,2013-11-28,-10500466
44002,60,Slovakia,SVK,557,10501030,0,UEFA,2013-11-28,-10500473
43883,61,South Africa,RSA,554,10501030,0,CAF,2013-11-28,-10500476
43984,62,Israel,ISR,548,10501030,0,UEFA,2013-11-28,-10500482
43866,63,Libya,LBY,544,10501030,0,CAF,2013-11-28,-10500486
43945,64,Finland,FIN,539,10501030,0,UEFA,2013-11-28,-10500491
43879,65,Senegal,SEN,536,10501030,0,CAF,2013-11-28,-10500494
43861,66,Guinea,GUI,534,10501030,0,CAF,2013-11-28,-10500496
43953,67,Republic of Ireland,IRL,528,10501030,0,UEFA,2013-11-28,-10500502
44005,68,Uzbekistan,UZB,526,10501030,0,AFC,2013-11-28,-10500504
43923,69,Bolivia,BOL,519,10501030,0,CONMEBOL,2013-11-28,-10500511
